courseName,courseLetter,courseNumber,Item,ItemType,,CourseName,CourseLetter,CourseNumber
COL 123,COL,123,"Liberal Studies, AA checksheet",Program,,,,
COL 214,COL,214,Domestic Public Service Certificate checksheet,Program,,,,
COL 214,COL,214,Domestic Service Certificate checksheet,Program,,,,
COL 214,COL,214,HUS 279,Prereq,,,,
COL 214,COL,214,International Public Service Certificate checksheet,Program,,,,
COL 214,COL,214,National Security Certificate checksheet,Program,,,,
COM 101,COM,101,ARC 408,Prereq,,,,
COM 101,COM,101,"Applied Science, BAS checksheet",Program,,,,
COM 101,COM,101,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,,,
COM 101,COM,101,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,,,
COM 101,COM,101,"Biology MLT 2+2, BA checksheet",Program,,,,
COM 101,COM,101,COM 205,Prereq,,,,
COM 101,COM,101,COM 305,Prereq,,,,
COM 101,COM,101,Communications Minor checksheet,Program,,,,
COM 101,COM,101,Dental Assisting Certificate checksheet,Program,,,,
COM 101,COM,101,"Dental Assisting, AS checksheet",Program,,,,
COM 101,COM,101,"Dental Hygiene, AS checksheet",Program,,,,
COM 101,COM,101,"Dental Hygiene, BS checksheet",Program,,,,
COM 101,COM,101,Domestic Public Service Certificate checksheet,Program,,,,
COM 101,COM,101,Human Services Certificate checksheet,Program,,,,
COM 101,COM,101,International Public Service Certificate checksheet,Program,,,,
COM 101,COM,101,"Liberal Studies, AA checksheet",Program,,,,
COM 101,COM,101,"Medical Laboratory Technology, AS checksheet",Program,,,,
COM 101,COM,101,PSY 205,Prereq,,,,
COM 101,COM,101,SSC 325,Prereq,,,,
COM 101,COM,101,"Veterinary Technology, AS checksheet",Program,,,,
COM 101,COM,101,"Veterinary Technology, BS checksheet",Program,,,,
COM 102,COM,102,"Applied Science, BAS checksheet",Program,,,,
COM 102,COM,102,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,,,
COM 102,COM,102,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,,,
COM 102,COM,102,"Biology MLT 2+2, BA checksheet",Program,,,,
COM 102,COM,102,COM 205,Prereq,,,,
COM 102,COM,102,COM 300,Prereq,,,,
COM 102,COM,102,COM 410,Prereq,,,,
COM 102,COM,102,Child & Youth Care Practitioner Certificate checksheet,Program,,,,
COM 102,COM,102,Communications Minor checksheet,Program,,,,
COM 102,COM,102,"Data Science, BS checksheet",Program,,,,
COM 102,COM,102,Dental Assisting Certificate checksheet,Program,,,,
COM 102,COM,102,"Dental Hygiene, AS checksheet",Program,,,,
COM 102,COM,102,"Dental Hygiene, BS checksheet",Program,,,,
COM 102,COM,102,Human Services Certificate checksheet,Program,,,,
COM 102,COM,102,"Liberal Studies, AA checksheet",Program,,,,
COM 102,COM,102,"Medical Laboratory Technology, AS checksheet",Program,,,,
COM 102,COM,102,PSY 205,Prereq,,,,
COM 102,COM,102,Social Science Minor checksheet,Program,,,,
COM 102,COM,102,"Social Science, AA checksheet",Program,,,,
COM 102,COM,102,"Social Science, BA checksheet",Program,,,,
COM 102,COM,102,"Veterinary Technology, AS checksheet",Program,,,,
COM 102,COM,102,"Veterinary Technology, BS checksheet",Program,,,,
COM 104,COM,104,"Applied Science, BAS checksheet",Program,,,,
COM 104,COM,104,"Biology MLT 2+2, BA checksheet",Program,,,,
COM 104,COM,104,COM 205,Prereq,,,,
COM 104,COM,104,COM 300,Prereq,,,,
COM 104,COM,104,Communications Minor checksheet,Program,,,,
COM 104,COM,104,"Dental Hygiene, BS checksheet",Program,,,,
COM 104,COM,104,Human Resource Management Certificate checksheet,Program,,,,
COM 104,COM,104,Human Resource Management Minor checksheet,Program,,,,
COM 104,COM,104,Human Services Certificate checksheet,Program,,,,
COM 104,COM,104,"Liberal Studies, AA checksheet",Program,,,,
COM 104,COM,104,"Medical Laboratory Technology, AS checksheet",Program,,,,
COM 104,COM,104,PSY 205,Prereq,,,,
COM 104,COM,104,Social Science Minor checksheet,Program,,,,
COM 104,COM,104,"Social Science, AA checksheet",Program,,,,
COM 104,COM,104,"Social Science, BA checksheet",Program,,,,
COM 106,COM,106,"Applied Science, BAS checksheet",Program,,,,
COM 106,COM,106,"Biology MLT 2+2, BA checksheet",Program,,,,
COM 106,COM,106,COM 205,Prereq,,,,
COM 106,COM,106,Communications Minor checksheet,Program,,,,
COM 106,COM,106,DRA 106,CrossList,,,,
COM 106,COM,106,"Dental Hygiene, BS checksheet",Program,,,,
COM 106,COM,106,"Liberal Studies, AA checksheet",Program,,,,
COM 106,COM,106,"Medical Laboratory Technology, AS checksheet",Program,,,,
COM 106,COM,106,PSY 205,Prereq,,,,
COM 160,COM,160,"Biology MLT 2+2, BA checksheet",Program,,,,
COM 160,COM,160,COM 410,Prereq,,,,
COM 160,COM,160,Communications Minor checksheet,Program,,,,
COM 160,COM,160,"Data Science, BS checksheet",Program,,,,
COM 160,COM,160,"Liberal Studies, AA checksheet",Program,,,,
COM 160,COM,160,"Medical Laboratory Technology, AS checksheet",Program,,,,
COM 190,COM,190,COM 410,Prereq,,,,
COM 190,COM,190,Communications Minor checksheet,Program,,,,
COM 190,COM,190,"Data Science, BS checksheet",Program,,,,
COM 190,COM,190,Embodied Social Justice Certificate checksheet,Program,,,,
COM 190,COM,190,Embodied Social Justice Minor checksheet,Program,,,,
COM 190,COM,190,"Liberal Studies, AA checksheet",Program,,,,
COM 190,COM,190,Social Science Minor checksheet,Program,,,,
COM 190,COM,190,"Social Science, AA checksheet",Program,,,,
COM 205,COM,205,Advocacy Minor checksheet,Program,,,,
COM 205,COM,205,COM 475,Prereq,,,,
COM 205,COM,205,Communications Minor checksheet,Program,,,,
COM 205,COM,205,PSY 205,CrossList,,,,
COM 205,COM,205,SOC 475,Prereq,,,,
COM 300,COM,300,"Liberal Studies, BA checksheet",Program,,,,
COM 300,COM,300,Social Science Minor checksheet,Program,,,,
COM 300,COM,300,"Social Science, BA checksheet",Program,,,,
COM 305,COM,305,Advocacy Minor checksheet,Program,,,,
COM 320,COM,320,Embodied Social Justice Certificate checksheet,Program,,,,
COM 320,COM,320,Embodied Social Justice Minor checksheet,Program,,,,
COM 375,COM,375,"Data Science, BS checksheet",Program,,,,
COM 375,COM,375,"Data Science, PBS checksheet",Program,,,,
COM 375,COM,375,Domestic Public Service Certificate checksheet,Program,,,,
COM 375,COM,375,SOC 375,CrossList,,,,
COM 375,COM,375,Social Media Certificate checksheet,Program,,,,
COM 375,COM,375,"Social Science, BA checksheet",Program,,,,
COM 410,COM,410,"Data Science, BS checksheet",Program,,,,
COM 410,COM,410,Embodied Social Justice Certificate checksheet,Program,,,,
COM 410,COM,410,Embodied Social Justice Minor checksheet,Program,,,,
COM 410,COM,410,"Social Science, BA checksheet",Program,,,,
COM 475,COM,475,"Data Science, BS checksheet",Program,,,,
COM 475,COM,475,"Data Science, PBS checksheet",Program,,,,
COM 475,COM,475,SOC 475,CrossList,,,,
COM 475,COM,475,Social Media Certificate checksheet,Program,,,,
COM 475,COM,475,"Social Science, BA checksheet",Program,,,,
COM 580,COM,580,TEM 580,CrossList,,,,
COM 580,COM,580,"Trauma-Informed Emergency Management, Accelerated Program checksheet",Program,,,,
COM 580,COM,580,"Trauma-Informed Emergency Management, Graduate Certificate checksheet",Program,,,,
COM 580,COM,580,"Trauma-Informed Emergency Management, MS checksheet",Program,,,,
CYB 501,CYB,501,CYB 530,Prereq,,,,
CYB 501,CYB,501,CYB 576,Prereq,,,,
CYB 501,CYB,501,CYB 583,Prereq,,,,
CYB 501,CYB,501,"Cybersecurity, MS checksheet",Program,,,,
CYB 515,CYB,515,CYB 698,Prereq,,,,
CYB 515,CYB,515,"Cybersecurity, MS checksheet",Program,,,,
CYB 530,CYB,530,"Cybersecurity, MS checksheet",Program,,,,
CYB 551,CYB,551,"Cybersecurity, MS checksheet",Program,,,,
CYB 576,CYB,576,"Cybersecurity, MS checksheet",Program,,,,
CYB 582,CYB,582,"Cybersecurity, MS checksheet",Program,,,,
CYB 583,CYB,583,"Cybersecurity, MS checksheet",Program,,,,
CYB 584,CYB,584,"Cybersecurity, MS checksheet",Program,,,,
CYB 591,CYB,591,"Cybersecurity, MS checksheet",Program,,,,
CYB 592,CYB,592,"Cybersecurity, MS checksheet",Program,,,,
CYB 698,CYB,698,"Cybersecurity, MS checksheet",Program,,,,
DEA 102,DEA,102,DEA 152,Prereq,,,,
DEA 102,DEA,102,DEA 154,Prereq,,,,
DEA 102,DEA,102,DEA 200,Coreq,,,,
DEA 102,DEA,102,DEA 201,Coreq,,,,
DEA 102,DEA,102,DEA 213,Prereq,,,,
DEA 102,DEA,102,DEA 250,Prereq,,,,
DEA 102,DEA,102,DEA 253,Prereq,,,,
DEA 102,DEA,102,Dental Assisting Certificate checksheet,Program,,,,
DEA 102,DEA,102,"Dental Assisting, AS checksheet",Program,,,,
DEA 103,DEA,103,DEA 102,Coreq,,,,
DEA 103,DEA,103,DEA 152,Prereq,,,,
DEA 103,DEA,103,DEA 154,Prereq,,,,
DEA 103,DEA,103,DEA 201,Coreq,,,,
DEA 103,DEA,103,DEA 213,Prereq,,,,
DEA 103,DEA,103,DEA 250,Prereq,,,,
DEA 103,DEA,103,DEA 253,Prereq,,,,
DEA 103,DEA,103,Dental Assisting Certificate checksheet,Program,,,,
DEA 103,DEA,103,"Dental Assisting, AS checksheet",Program,,,,
DEA 152,DEA,152,DEA 154,Coreq,,,,
DEA 152,DEA,152,DEA 213,Coreq,,,,
DEA 152,DEA,152,DEA 250,Coreq,,,,
DEA 152,DEA,152,DEA 253,Coreq,,,,
DEA 152,DEA,152,Dental Assisting Certificate checksheet,Program,,,,
DEA 152,DEA,152,"Dental Assisting, AS checksheet",Program,,,,
DEA 154,DEA,154,DEA 152,Coreq,,,,
DEA 154,DEA,154,DEA 213,Coreq,,,,
DEA 154,DEA,154,DEA 250,Coreq,,,,
DEA 154,DEA,154,DEA 253,Coreq,,,,
DEA 154,DEA,154,Dental Assisting Certificate checksheet,Program,,,,
DEA 154,DEA,154,"Dental Assisting, AS checksheet",Program,,,,
DEA 200,DEA,200,DEA 102,Coreq,,,,
DEA 200,DEA,200,DEA 103,Coreq,,,,
DEA 200,DEA,200,DEA 152,Prereq,,,,
DEA 200,DEA,200,DEA 154,Prereq,,,,
DEA 200,DEA,200,DEA 201,Coreq,,,,
DEA 200,DEA,200,DEA 213,Prereq,,,,
DEA 200,DEA,200,DEA 250,Prereq,,,,
DEA 200,DEA,200,DEA 253,Prereq,,,,
DEA 200,DEA,200,Dental Assisting Certificate checksheet,Program,,,,
DEA 200,DEA,200,"Dental Assisting, AS checksheet",Program,,,,
DEA 201,DEA,201,DEA 102,Coreq,,,,
DEA 201,DEA,201,DEA 103,Coreq,,,,
DEA 201,DEA,201,DEA 152,Prereq,,,,
DEA 201,DEA,201,DEA 154,Prereq,,,,
DEA 201,DEA,201,DEA 200,Coreq,,,,
DEA 201,DEA,201,DEA 213,Prereq,,,,
DEA 201,DEA,201,DEA 250,Prereq,,,,
DEA 201,DEA,201,DEA 253,Prereq,,,,
DEA 201,DEA,201,DEH 203,Coreq,,,,
DEA 201,DEA,201,DEH 204,Coreq,,,,
DEA 201,DEA,201,Dental Assisting Certificate checksheet,Program,,,,
DEA 201,DEA,201,"Dental Assisting, AS checksheet",Program,,,,
DEA 213,DEA,213,DEA 152,Coreq,,,,
DEA 213,DEA,213,DEA 154,Coreq,,,,
DEA 213,DEA,213,DEA 250,Coreq,,,,
DEA 213,DEA,213,DEA 253,Coreq,,,,
DEA 213,DEA,213,DEH 351,Prereq,,,,
DEA 213,DEA,213,Dental Assisting Certificate checksheet,Program,,,,
DEA 213,DEA,213,"Dental Assisting, AS checksheet",Program,,,,
DEA 250,DEA,250,DEA 152,Coreq,,,,
DEA 250,DEA,250,DEA 154,Coreq,,,,
DEA 250,DEA,250,DEA 213,Coreq,,,,
DEA 250,DEA,250,DEA 253,Coreq,,,,
DEA 250,DEA,250,Dental Assisting Certificate checksheet,Program,,,,
DEA 250,DEA,250,"Dental Assisting, AS checksheet",Program,,,,
DEA 253,DEA,253,DEA 152,Coreq,,,,
DEA 253,DEA,253,DEA 154,Coreq,,,,
DEA 253,DEA,253,DEA 213,Coreq,,,,
DEA 253,DEA,253,DEA 250,Coreq,,,,
DEA 253,DEA,253,Dental Assisting Certificate checksheet,Program,,,,
DEA 253,DEA,253,"Dental Assisting, AS checksheet",Program,,,,
DEA 370,DEA,370,DEA 371L,Coreq,,,,
DEA 370,DEA,370,DEA 381,Prereq,,,,
DEA 370,DEA,370,"Dental Assisting, AS checksheet",Program,,,,
DEA 370,DEA,370,"Dental Hygiene, BS checksheet",Program,,,,
DEA 371L,DEA,371L,DEA 370,Coreq,,,,
DEA 371L,DEA,371L,DEA 381,Prereq,,,,
DEA 371L,DEA,371L,"Dental Assisting, AS checksheet",Program,,,,
DEA 371L,DEA,371L,"Dental Hygiene, BS checksheet",Program,,,,
DEA 372,DEA,372,"Dental Assisting, AS checksheet",Program,,,,
DEA 381,DEA,381,"Dental Assisting, AS checksheet",Program,,,,
DEH 200,DEH,200,DEH 201,Coreq,,,,
DEH 200,DEH,200,DEH 225,Coreq,,,,
DEH 200,DEH,200,DEH 250,Prereq,,,,
DEH 200,DEH,200,DEH 251,Prereq,,,,
DEH 200,DEH,200,DEH 255,Prereq,,,,
DEH 200,DEH,200,"Dental Hygiene, AS checksheet",Program,,,,
DEH 200,DEH,200,"Dental Hygiene, BS checksheet",Program,,,,
DEH 201,DEH,201,DEH 200,Coreq,,,,
DEH 201,DEH,201,DEH 203,Coreq,,,,
DEH 201,DEH,201,DEH 204,Coreq,,,,
DEH 201,DEH,201,DEH 250,Prereq,,,,
DEH 201,DEH,201,DEH 251,Prereq,,,,
DEH 201,DEH,201,DEH 255,Prereq,,,,
DEH 201,DEH,201,"Dental Hygiene, AS checksheet",Program,,,,
DEH 201,DEH,201,"Dental Hygiene, BS checksheet",Program,,,,
DEH 202,DEH,202,DEH 250,Prereq,,,,
DEH 202,DEH,202,DEH 251,Prereq,,,,
DEH 202,DEH,202,DEH 252,Prereq,,,,
DEH 202,DEH,202,DEH 255,Prereq,,,,
DEH 202,DEH,202,DEH 304,Prereq,,,,
DEH 202,DEH,202,"Dental Hygiene, AS checksheet",Program,,,,
DEH 202,DEH,202,"Dental Hygiene, BS checksheet",Program,,,,
DEH 203,DEH,203,DEA 102,Coreq,,,,
DEH 203,DEH,203,DEA 103,Coreq,,,,
DEH 203,DEH,203,DEA 152,Prereq,,,,
DEH 203,DEH,203,DEA 154,Prereq,,,,
DEH 203,DEH,203,DEA 200,Coreq,,,,
DEH 203,DEH,203,DEA 201,Coreq,,,,
DEH 203,DEH,203,DEA 213,Prereq,,,,
DEH 203,DEH,203,DEA 250,Prereq,,,,
DEH 203,DEH,203,DEA 253,Prereq,,,,
DEH 203,DEH,203,DEH 204,Coreq,,,,
DEH 203,DEH,203,DEH 250,Prereq,,,,
DEH 203,DEH,203,DEH 251,Prereq,,,,
DEH 203,DEH,203,DEH 255,Prereq,,,,
DEH 203,DEH,203,DEH 300,Prereq,,,,
DEH 203,DEH,203,Dental Assisting Certificate checksheet,Program,,,,
DEH 203,DEH,203,"Dental Assisting, AS checksheet",Program,,,,
DEH 203,DEH,203,"Dental Hygiene, AS checksheet",Program,,,,
DEH 203,DEH,203,"Dental Hygiene, BS checksheet",Program,,,,
DEH 204,DEH,204,DEA 102,Coreq,,,,
DEH 204,DEH,204,DEA 103,Coreq,,,,
DEH 204,DEH,204,DEA 152,Prereq,,,,
DEH 204,DEH,204,DEA 154,Prereq,,,,
DEH 204,DEH,204,DEA 200,Coreq,,,,
DEH 204,DEH,204,DEA 201,Coreq,,,,
DEH 204,DEH,204,DEA 213,Prereq,,,,
DEH 204,DEH,204,DEA 250,Prereq,,,,
DEH 204,DEH,204,DEA 253,Prereq,,,,
DEH 204,DEH,204,Dental Assisting Certificate checksheet,Program,,,,
DEH 204,DEH,204,"Dental Assisting, AS checksheet",Program,,,,
DEH 204,DEH,204,"Dental Hygiene, AS checksheet",Program,,,,
DEH 204,DEH,204,"Dental Hygiene, BS checksheet",Program,,,,
DEH 225,DEH,225,DEA 102,Coreq,,,,
DEH 225,DEH,225,DEA 103,Coreq,,,,
DEH 225,DEH,225,DEA 152,Prereq,,,,
DEH 225,DEH,225,DEA 154,Prereq,,,,
DEH 225,DEH,225,DEA 201,Coreq,,,,
DEH 225,DEH,225,DEA 213,Prereq,,,,
DEH 225,DEH,225,DEA 250,Prereq,,,,
DEH 225,DEH,225,DEA 253,Prereq,,,,
DEH 225,DEH,225,Dental Assisting Certificate checksheet,Program,,,,
DEH 225,DEH,225,"Dental Assisting, AS checksheet",Program,,,,
DEH 225,DEH,225,"Dental Hygiene, AS checksheet",Program,,,,
DEH 225,DEH,225,"Dental Hygiene, BS checksheet",Program,,,,
DEH 250,DEH,250,DEH 225,Coreq,,,,
DEH 250,DEH,250,DEH 254,Coreq,,,,
DEH 250,DEH,250,DEH 300,Prereq,,,,
DEH 250,DEH,250,DEH 301,Prereq,,,,
DEH 250,DEH,250,DEH 302,Coreq,,,,
DEH 250,DEH,250,DEH 303,Prereq,,,,
DEH 250,DEH,250,DEH 304,Prereq,,,,
DEH 250,DEH,250,"Dental Hygiene, AS checksheet",Program,,,,
DEH 250,DEH,250,"Dental Hygiene, BS checksheet",Program,,,,
DEH 251,DEH,251,DEH 300,Prereq,,,,
DEH 251,DEH,251,DEH 301,Prereq,,,,
DEH 251,DEH,251,DEH 303,Prereq,,,,
DEH 251,DEH,251,DEH 305,Prereq,,,,
DEH 251,DEH,251,"Dental Hygiene, AS checksheet",Program,,,,
DEH 251,DEH,251,"Dental Hygiene, BS checksheet",Program,,,,
DEH 252,DEH,252,DEH 300,Prereq,,,,
DEH 252,DEH,252,DEH 301,Prereq,,,,
DEH 252,DEH,252,DEH 302,Coreq,,,,
DEH 252,DEH,252,DEH 303,Prereq,,,,
DEH 252,DEH,252,DEH 304,Prereq,,,,
DEH 252,DEH,252,"Dental Hygiene, AS checksheet",Program,,,,
DEH 252,DEH,252,"Dental Hygiene, BS checksheet",Program,,,,
DEH 254,DEH,254,DEH 300,Prereq,,,,
DEH 254,DEH,254,DEH 301,Prereq,,,,
DEH 254,DEH,254,"Dental Hygiene, AS checksheet",Program,,,,
DEH 254,DEH,254,"Dental Hygiene, BS checksheet",Program,,,,
DEH 255,DEH,255,"Dental Hygiene, AS checksheet",Program,,,,
DEH 255,DEH,255,"Dental Hygiene, BS checksheet",Program,,,,
DEH 300,DEH,300,DEH 301,Coreq,,,,
DEH 300,DEH,300,DEH 350,Prereq,,,,
DEH 300,DEH,300,"Dental Hygiene, AS checksheet",Program,,,,
DEH 300,DEH,300,"Dental Hygiene, BS checksheet",Program,,,,
DEH 301,DEH,301,DEH 350,Prereq,,,,
DEH 301,DEH,301,DEH 351,Prereq,,,,
DEH 301,DEH,301,"Dental Hygiene, AS checksheet",Program,,,,
DEH 301,DEH,301,"Dental Hygiene, BS checksheet",Program,,,,
DEH 302,DEH,302,DEH 304,Coreq,,,,
DEH 302,DEH,302,DEH 350,Prereq,,,,
DEH 302,DEH,302,DEH 351,Prereq,,,,
DEH 302,DEH,302,"Dental Hygiene, AS checksheet",Program,,,,
DEH 302,DEH,302,"Dental Hygiene, BS checksheet",Program,,,,
DEH 303,DEH,303,DEH 350,Prereq,,,,
DEH 303,DEH,303,DEH 351,Prereq,,,,
DEH 303,DEH,303,"Dental Hygiene, AS checksheet",Program,,,,
DEH 303,DEH,303,"Dental Hygiene, BS checksheet",Program,,,,
DEH 304,DEH,304,DEH 350,Prereq,,,,
DEH 304,DEH,304,"Dental Hygiene, AS checksheet",Program,,,,
DEH 304,DEH,304,"Dental Hygiene, BS checksheet",Program,,,,
DEH 305,DEH,305,DEH 353,Prereq,,,,
DEH 305,DEH,305,"Dental Hygiene, AS checksheet",Program,,,,
DEH 305,DEH,305,"Dental Hygiene, BS checksheet",Program,,,,
DEH 350,DEH,350,DEH 352,Coreq,,,,
DEH 350,DEH,350,DEH 353,Coreq,,,,
DEH 350,DEH,350,DEH 354,Coreq,,,,
DEH 350,DEH,350,"Dental Hygiene, AS checksheet",Program,,,,
DEH 350,DEH,350,"Dental Hygiene, BS checksheet",Program,,,,
DEH 351,DEH,351,DEH 400,Prereq,,,,
DEH 351,DEH,351,DEH 449,Prereq,,,,
DEH 351,DEH,351,DEH 489,Prereq,,,,
DEH 351,DEH,351,"Dental Hygiene, AS checksheet",Program,,,,
DEH 351,DEH,351,"Dental Hygiene, BS checksheet",Program,,,,
DEH 352,DEH,352,"Dental Hygiene, AS checksheet",Program,,,,
DEH 352,DEH,352,"Dental Hygiene, BS checksheet",Program,,,,
DEH 353,DEH,353,DEH 400,Prereq,,,,
DEH 353,DEH,353,DEH 449,Prereq,,,,
DEH 353,DEH,353,DEH 489,Prereq,,,,
DEH 353,DEH,353,"Dental Hygiene, AS checksheet",Program,,,,
DEH 353,DEH,353,"Dental Hygiene, BS checksheet",Program,,,,
DEH 354,DEH,354,"Dental Hygiene, AS checksheet",Program,,,,
DEH 354,DEH,354,"Dental Hygiene, BS checksheet",Program,,,,
DEH 400,DEH,400,"Dental Hygiene, BS checksheet",Program,,,,
DEH 449,DEH,449,"Dental Hygiene, BS checksheet",Program,,,,
DEH 489,DEH,489,"Dental Hygiene, BS checksheet",Program,,,,
DEH 494,DEH,494,"Dental Hygiene, BS checksheet",Program,,,,
DRA 101,DRA,101,DRA 294,Prereq,,,,
DRA 101,DRA,101,DRA 355,Prereq,,,,
DRA 101,DRA,101,DRA 394,Prereq,,,,
DRA 101,DRA,101,DRA 494,Prereq,,,,
DRA 101,DRA,101,ENG 355,Prereq,,,,
DRA 106,DRA,106,"Applied Science, BAS checksheet",Program,,,,
DRA 106,DRA,106,"Biology MLT 2+2, BA checksheet",Program,,,,
DRA 106,DRA,106,COM 106,CrossList,,,,
DRA 106,DRA,106,COM 205,Prereq,,,,
DRA 106,DRA,106,Communications Minor checksheet,Program,,,,
DRA 106,DRA,106,"Dental Hygiene, BS checksheet",Program,,,,
DRA 106,DRA,106,"Liberal Studies, AA checksheet",Program,,,,
DRA 106,DRA,106,"Medical Laboratory Technology, AS checksheet",Program,,,,
DRA 106,DRA,106,PSY 205,Prereq,,,,
DRA 265,DRA,265,AME 265,CrossList,,,,
DRA 265,DRA,265,American Studies Minor checksheet,Program,,,,
DRA 265,DRA,265,DRA 389,Prereq,,,,
DRA 265,DRA,265,DRA 394,Prereq,,,,
DRA 265,DRA,265,DRA 494,Prereq,,,,
DRA 280,DRA,280,DRA 389,Prereq,,,,
DRA 280,DRA,280,DRA 394,Prereq,,,,
DRA 280,DRA,280,DRA 494,Prereq,,,,
DRA 309,DRA,309,FRE 309,CrossList,,,,
DRA 309,DRA,309,French: Language & Culture Track Minor checksheet,Program,,,,
DRA 309,DRA,309,HUM 309,CrossList,,,,
DRA 309,DRA,309,WGS 309,CrossList,,,,
DRA 309,DRA,309,"Women, Gender & Sexuality Studies, Minor checksheet",Program,,,,
DRA 355,DRA,355,ENG 355,CrossList,,,,
DSC 100,DSC,100,"Data Science, BS checksheet",Program,,,,
DSC 100,DSC,100,"Data Science, PBS checksheet",Program,,,,
DSC 225,DSC,225,CIS 225,CrossList,,,,
DSC 225,DSC,225,"Data Science, BS checksheet",Program,,,,
DSC 225,DSC,225,"Data Science, PBS checksheet",Program,,,,
DSC 225,DSC,225,Health Informatics Certificate checksheet,Program,,,,
DSC 225,DSC,225,NUR 220,Prereq,,,,
DSC 225,DSC,225,NUR 224,Prereq,,,,
DSC 225,DSC,225,NUR 225,CrossList,,,,
DSC 225,DSC,225,NUR 310,Prereq,,,,
DSC 225,DSC,225,NUR 311,Prereq,,,,
DSC 255,DSC,255,BUA 450,Prereq,,,,
DSC 255,DSC,255,CIS 218,Prereq,,,,
DSC 255,DSC,255,CIS 255,CrossList,,,,
DSC 255,DSC,255,CIS 330,Prereq,,,,
DSC 255,DSC,255,CIS 350,Prereq,,,,
DSC 255,DSC,255,CIS 449,Prereq,,,,
DSC 255,DSC,255,CIS 450,Prereq,,,,
DSC 255,DSC,255,Computer Information Systems Minor checksheet,Program,,,,
DSC 255,DSC,255,"Computer Information Systems, AS checksheet",Program,,,,
DSC 255,DSC,255,"Computer Information Systems, BS checksheet",Program,,,,
DSC 255,DSC,255,"Computer Information Systems, PBS checksheet",Program,,,,
DSC 255,DSC,255,DSC 449,Prereq,,,,
DSC 255,DSC,255,DSC 450,Prereq,,,,
DSC 255,DSC,255,"Data Science, BS checksheet",Program,,,,
DSC 255,DSC,255,"Data Science, Minor checksheet",Program,,,,
